housecode,name,line,station,residential,area,type,houseArea,orientation,decoration,floor,buildingTime,buildingType,follow,unitPrice,totalPrice,tags,href
106101328815,2.5环精装修拎包入住标准套一，户型好全对中庭安静,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,1室1厅 , 44.71平米 , 东 , 精装 , 高楼层(共6层) , 2003年建 , 板楼,2,11810,52.8,vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106101328815.html
106102589444,荆竹小区六号院 标准套一 位置安静,1号线(科学城-韦家碾),韦家碾站,荆竹小区6号院 ,驷马桥,1室1厅 , 47.29平米 , 南 , 简装 , 高楼层(共6层) , 1999年建 , 板楼,1,11208,53,subway:近地铁;vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106102589444.html
106102922468,三环内绿地品质 清水套二方便装修 小区人车分流环境好,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室1厅 , 70.43平米 , 西 , 毛坯 , 高楼层(共21层) , 2016年建 , 塔楼,1,14341,101,subway:近地铁;vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106102922468.html
106101504907,绿地世纪城，标准套一，居家装修。采光好视野开阔。,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,1室1厅 , 49.88平米 , 北 , 精装 , 中楼层(共18层) , 2016年建 , 塔楼,7,17041,85,vr:VR房源;taxfree:房本满五年,https://cd.lianjia.com/ershoufang/106101504907.html
106101634675,荆竹小区      简装   套二出售,1号线(科学城-韦家碾),韦家碾站,荆竹小区5号院 ,驷马桥,2室1厅 , 74.58平米 , 东南 , 简装 , 低楼层(共6层) , 2000年建 , 板楼,2,11398,85,subway:近地铁;vr:VR房源;five:房本满两年,https://cd.lianjia.com/ershoufang/106101634675.html
106101634780,绿地世纪城优质朝南优质套二，居家装修,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室1厅 , 73.72平米 , 南 , 精装 , 高楼层(共18层) , 2016年建 , 塔楼,1,16007,118,subway:近地铁;vr:VR房源;taxfree:房本满五年,https://cd.lianjia.com/ershoufang/106101634780.html
106102173903,绿地世纪城3期房源，次新小区，配套完善。,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 103.02平米 , 西南 , 简装 , 中楼层(共24层)  ,, 塔楼,2,17182,177,vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106102173903.html
106102389594,绿地世纪城标准套一，视野开阔，采光充足。,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,1室1厅 , 50.46平米 , 北 , 简装 , 低楼层(共21层) , 2016年建 , 塔楼,2,14646,73.9,subway:近地铁;vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106102389594.html
106101446144,绿地世纪城标准套一，中楼层，对中庭,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,1室1厅 , 53.01平米 , 南 , 精装 , 中楼层(共21层) , 2016年建 , 塔楼,7,16035,85,subway:近地铁;vr:VR房源;taxfree:房本满五年,https://cd.lianjia.com/ershoufang/106101446144.html
106101769185,荆竹小区六号院，标准清水房套二，顶楼带花园有卖,1号线(科学城-韦家碾),韦家碾站,荆竹小区6号院 ,驷马桥,2室1厅 , 74.46平米 , 南 北 , 毛坯 , 高楼层(共6层) , 1999年建 , 板楼,4,10745,80,subway:近地铁;vr:VR房源;taxfree:房本满五年,https://cd.lianjia.com/ershoufang/106101769185.html
106101787964,绿地世纪城次新小区，配套成熟，出行方便。,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室1厅 , 71.4平米 , 东 , 精装 , 中楼层(共21层) , 2016年建 , 塔楼,6,16107,115,subway:近地铁;vr:VR房源;five:房本满两年,https://cd.lianjia.com/ershoufang/106101787964.html
106102799787,荆竹小区  套二  毛坯房  低楼层,1号线(科学城-韦家碾),韦家碾站,荆竹小区6号院 ,驷马桥,2室2厅 , 74.19平米 , 东 , 简装 , 低楼层(共6层) , 1999年建 , 板楼,1,11053,82,subway:近地铁;vr:VR房源;taxfree:房本满五年,https://cd.lianjia.com/ershoufang/106102799787.html
106103400975,绿地世纪城优质竖厅套二诚心出售居家装修,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室1厅 , 68.18平米 , 东南 , 简装 , 低楼层(共21层) , 2016年建 , 塔楼,2,15254,104,subway:近地铁;vr:VR房源;five:房本满两年,https://cd.lianjia.com/ershoufang/106103400975.html
106103473909,绿地世纪城，优质套二，居家装修，诚心出售,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室1厅 , 71.07平米 , 西 , 精装 , 低楼层(共21层) , 2016年建 , 塔楼,6,16182,115,subway:近地铁;vr:VR房源;five:房本满两年,https://cd.lianjia.com/ershoufang/106103473909.html
106103576295,绿地世纪城低楼层套二安静不临街,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室2厅 , 71.57平米 , 南 , 精装 , 低楼层(共21层) , 2016年建 , 塔楼,1,15650,112,subway:近地铁;vr:VR房源;taxfree:房本满五年,https://cd.lianjia.com/ershoufang/106103576295.html
106103594073,1号线旁  绿地世纪城精装套二，,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室2厅 , 73.94平米 , 东南 , 精装 , 高楼层(共21层) , 2016年建 , 塔楼,3,14850,109.8,subway:近地铁;vr:VR房源;taxfree:房本满五年,https://cd.lianjia.com/ershoufang/106103594073.html
106103793900,精装套二 户型方正 对小区中庭 采光好 卧室带阳台,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室2厅 , 74.08平米 , 南 , 精装 , 中楼层(共21层) , 2016年建 , 塔楼,2,15659,116,subway:近地铁;vr:VR房源;taxfree:房本满五年,https://cd.lianjia.com/ershoufang/106103793900.html
106103843171,一号线地铁口有好房 楼层好 户型通透,1号线(科学城-韦家碾),韦家碾站,荆竹小区5号院 ,驷马桥,2室1厅 , 74.7平米 , 南 , 其他 , 低楼层(共6层)  ,, 板楼,1,10175,76,subway:近地铁;vr:VR房源;taxfree:房本满五年,https://cd.lianjia.com/ershoufang/106103843171.html
106104036394,满两年无增值税 客厅带阳台 视野开阔 居家安静,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室1厅 , 75.77平米 , 南 , 精装 , 高楼层(共21层) , 2016年建 , 塔楼,2,15970,121,subway:近地铁;vr:VR房源;taxfree:房本满五年,https://cd.lianjia.com/ershoufang/106104036394.html
106104200560,标准套二，厅带阳台，小区安静，带屋顶花园,1号线(科学城-韦家碾),韦家碾站,荆竹小区7号院 ,驷马桥,2室2厅 , 74.59平米 , 东 , 简装 , 高楼层(共6层) , 1999年建 , 板楼,9,10458,78,subway:近地铁;vr:VR房源;taxfree:房本满五年,https://cd.lianjia.com/ershoufang/106104200560.html
106102394712,标准套一 采光很好 户型方正  拎包入住,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,1室1厅 , 50.48平米 , 北 , 简装 , 中楼层(共21层) , 2016年建 , 塔楼,3,16839,85,subway:近地铁;vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106102394712.html
106103532741,中间楼层，清水套一，方便自己装修,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,1室1厅 , 44.71平米 , 南 , 毛坯 , 高楼层(共6层) , 2004年建 , 板楼,2,10289,46,vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106103532741.html
106103565020,绿地世纪城客厅带阳台标准套一价格可谈,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,1室1厅 , 53平米 , 南 北 , 简装 , 高楼层(共21层) , 2016年建 , 塔楼,0,16038,85,subway:近地铁;vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106103565020.html
106103575457,标准套一 精装房 对小区中庭 安静中间楼层,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,1室1厅 , 53平米 , 东 , 精装 , 中楼层(共21层) , 2016年建 , 塔楼,3,15095,80,subway:近地铁;vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106103575457.html
106103632789,绿地世纪城精装修套三，坐北朝南。,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室1厅 , 86.58平米 , 南 , 精装 , 中楼层(共20层) , 2016年建 , 塔楼,6,17903,155,subway:近地铁;vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106103632789.html
106103809596,采光好 视野好 多层楼梯房 客厅有阳台,1号线(科学城-韦家碾),韦家碾站,荆竹小区3号院 ,驷马桥,3室2厅 , 105平米 , 南 , 精装 , 高楼层(共6层) , 2007年建 , 板楼,1,10762,113,subway:近地铁;vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106103809596.html
106103908623,对中庭 户型方正套三单卫 中高楼层装修好,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 91.15平米 , 西北 , 精装 , 中楼层(共24层) , 2016年建 , 塔楼,8,18651,170,vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106103908623.html
106102887876,绿地世纪城套二 环境优美 人车分流,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室1厅 , 73.84平米 , 南 , 精装 , 低楼层(共16层) , 2016年建 , 塔楼,1,16252,120,subway:近地铁;vr:VR房源;five:房本满两年,https://cd.lianjia.com/ershoufang/106102887876.html
106102998593,荆竹小区六号院低楼层清水通透型套二,1号线(科学城-韦家碾),韦家碾站,荆竹小区6号院 ,驷马桥,2室2厅 , 74.46平米 , 东南 , 毛坯 , 低楼层(共6层) , 1999年建 , 板楼,6,10610,79,subway:近地铁;vr:VR房源;taxfree:房本满五年,https://cd.lianjia.com/ershoufang/106102998593.html
106101993036,错层格局，中间楼层，采光充足，可直接拎包入住,1号线(科学城-韦家碾),韦家碾站,沙河北岸 ,驷马桥,3室2厅 , 122平米 , 西北 , 精装 , 中楼层(共6层) , 2006年建 , 板楼,5,13115,160,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106101993036.html
106102428580,地铁口  品质楼盘   温馨一居,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,1室1厅 , 50.62平米 , 北 , 精装 , 低楼层(共16层) , 2016年建 , 塔楼,5,16990,86,vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106102428580.html
106102258294,动物园 楼顶带花园的住宅 采光好,1号线(科学城-韦家碾),韦家碾站,荆竹小区7号院 ,驷马桥,2室1厅 , 74.46平米 , 西北 , 精装 , 高楼层(共6层) , 1999年建 , 板楼,1,13431,100,subway:近地铁;vr:VR房源;taxfree:房本满五年,https://cd.lianjia.com/ershoufang/106102258294.html
106103585861,精装大套二 家具家电全带 对中庭,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室1厅 , 86.62平米 , 北 , 精装 , 中楼层(共20层) , 2016年建 , 塔楼,9,16163,140,subway:近地铁;vr:VR房源;taxfree:房本满五年,https://cd.lianjia.com/ershoufang/106103585861.html
106103710984,沙河北岸 2室2厅 110万,1号线(科学城-韦家碾),韦家碾站,沙河北岸 ,驷马桥,2室2厅 , 85.23平米 , 南 , 简装 , 低楼层(共6层) , 2006年建 , 板楼,1,12907,110,subway:近地铁;vr:VR房源;taxfree:房本满五年,https://cd.lianjia.com/ershoufang/106103710984.html
106103957976,地铁口旁，绿地世纪城，品质小区，拎包入住。,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,1室1厅 , 49.94平米 , 北 , 精装 , 高楼层(共16层) , 2016年建 , 塔楼,1,15379,76.8,subway:近地铁;vr:VR房源;five:房本满两年,https://cd.lianjia.com/ershoufang/106103957976.html
106103069284,沙河北岸位于驷马桥地铁一号线房子户型很方正,1号线(科学城-韦家碾),韦家碾站,沙河北岸 ,驷马桥,3室2厅 , 120.52平米 , 东南 , 简装 , 中楼层(共6层) , 2006年建 , 板楼,0,12447,150,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106103069284.html
106103596356,沙河北岸大套三 满两年出售无增值税,1号线(科学城-韦家碾),韦家碾站,沙河北岸 ,驷马桥,3室2厅 , 114平米 , 东南 , 简装 , 高楼层(共6层) , 2006年建 , 板楼,2,11053,126,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106103596356.html
106102692560,沙河北岸  高楼层采光好，套二出售,1号线(科学城-韦家碾),韦家碾站,沙河北岸 ,驷马桥,2室1厅 , 86平米 , 东南 西北 , 简装 , 高楼层(共6层) , 2006年建 , 板楼,5,11977,103,subway:近地铁;vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106102692560.html
106102583386,2.5环08年商品房，沙河北岸错层套三出售,1号线(科学城-韦家碾),韦家碾站,沙河北岸 ,驷马桥,3室2厅 , 132平米 , 东南 , 简装 , 中楼层(共6层) , 2013年建 , 板楼,1,12122,160,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106102583386.html
106103075461,中环路临地铁公园 沙河凤凰城大套一,1号线(科学城-韦家碾),韦家碾站,沙河凤凰城 ,驷马桥,1室1厅 , 51.5平米 , 南 , 简装 , 中楼层(共7层) , 2012年建 , 暂无数据,2,10874,56,vr:VR房源,https://cd.lianjia.com/ershoufang/106103075461.html
106103106991,中环路优质套三，园林式建筑小区,1号线(科学城-韦家碾),韦家碾站,沙河凤凰城 ,驷马桥,3室2厅 , 83平米 , 东 , 简装 , 中楼层(共7层)  ,, 暂无数据,5,12049,100,vr:VR房源,https://cd.lianjia.com/ershoufang/106103106991.html
106103132160,沙河凤凰城套二 装修好 户型方正,1号线(科学城-韦家碾),韦家碾站,沙河凤凰城 ,驷马桥,2室1厅 , 61.5平米 , 北 , 简装 , 中楼层(共7层)  ,, 平房,8,11383,70,vr:VR房源,https://cd.lianjia.com/ershoufang/106103132160.html
106103137327,绿地世纪城标准套四，户型方正，布局合理,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,4室1厅 , 121.14平米 , 北 , 简装 , 低楼层(共20层) , 2016年建 , 塔楼,4,16923,205,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106103137327.html
106103190911,绿地世纪城  标准套三 采光视野好，拎包入住,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室1厅 , 107平米 , 南 北 , 精装 , 高楼层(共20层) , 2016年建 , 塔楼,6,18692,200,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106103190911.html
106103281246,绿地世纪城优质套一居家安静诚心出售,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,1室1厅 , 50.08平米 , 西 , 精装 , 高楼层(共21层) , 2016年建 , 塔楼,1,16973,85,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106103281246.html
106103323372,绿地世纪城大套三精装修，客厅朝北对中庭，主卧朝南,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 107.53平米 , 北 , 精装 , 低楼层(共20层) , 2016年建 , 塔楼,1,17205,185,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106103323372.html
106102545787,绿地世纪城标准套三，纯清水便于改造。,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 92平米 , 南 , 毛坯 , 高楼层(共24层)  ,, 塔楼,1,17609,162,vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106102545787.html
106103293434,2.5环 成熟配套 标准套二 房龄新,1号线(科学城-韦家碾),韦家碾站,沙河凤凰城 ,驷马桥,2室1厅 , 74平米 , 东 , 简装 , 中楼层(共7层) , 2010年建 , 板楼,7,10541,78,vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106103293434.html
106103591177,绿地世纪城，精装套二，采光很好,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室1厅 , 75.77平米 , 南 , 精装 , 低楼层(共21层) , 2016年建 , 塔楼,3,14518,110,subway:近地铁;vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106103591177.html
106103637769,房子买一得二，户型方正。不临街,1号线(科学城-韦家碾),韦家碾站,沙河北岸 ,驷马桥,4室1厅 , 79.32平米 , 东南 , 精装 , 高楼层(共6层) , 2006年建 , 板楼,3,12103,96,subway:近地铁;vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106103637769.html
106103683738,双水康城A区标准套二全对中庭户型方正,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,2室1厅 , 72.46平米 , 北 , 毛坯 , 高楼层(共6层) , 2005年建 , 板楼,4,10351,75,vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106103683738.html
106103768413,此房为多层步梯的商品房，套二中间楼层,1号线(科学城-韦家碾),韦家碾站,沙河北岸 ,驷马桥,2室1厅 , 85平米 , 南 , 其他 , 中楼层(共6层)  ,, 板楼,7,11648,99,subway:近地铁;vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106103768413.html
106103782632,绿地世纪城 清水套三双卫 诚心出售 交通便利 环境优美,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室1厅 , 103.02平米 , 东南 西北 , 毛坯 , 低楼层(共24层)  ,, 塔楼,5,15337,158,subway:近地铁;vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106103782632.html
106103989281,次新小区 清水套三双卫 对小区中庭 采光好,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 103平米 , 东南 , 毛坯 , 低楼层(共24层)  ,, 塔楼,1,22331,230,vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106103989281.html
106104229241,绿地世纪城 3室2厅 196万,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 102.6平米 , 北 , 其他 , 低楼层(共21层)  ,, 塔楼,1,19104,196,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106104229241.html
106102960954,绿地世纪城精致装修套四双卫带地暖。客厅朝北主卧朝南,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,4室2厅 , 120.02平米 , 北 , 精装 , 中楼层(共20层) , 2016年建 , 塔楼,7,20914,251,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106102960954.html
106102989792,绿地世纪城精装套四，配套成熟，交通方便,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,4室1厅 , 121.39平米 , 南 , 精装 , 高楼层(共20层) , 2016年建 , 塔楼,3,21419,260,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106102989792.html
106102993095,绿地世纪城优质套一，中间楼层对中庭精装修,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,1室1厅 , 52.86平米 , 南 , 精装 , 高楼层(共21层) , 2016年建 , 塔楼,2,14378,76,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106102993095.html
106103072609,荆竹小区7号院大套三，户型房子格局好,1号线(科学城-韦家碾),韦家碾站,荆竹小区7号院 ,驷马桥,3室2厅 , 111.58平米 , 南 , 简装 , 低楼层(共6层) , 1999年建 , 板楼,3,11651,130,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106103072609.html
106103188930,地铁1号线 旁边凤凰山音乐公园 诚心出售,1号线(科学城-韦家碾),韦家碾站,沙河凤凰城 ,驷马桥,3室2厅 , 83平米 , 南 , 简装 , 低楼层(共7层)  ,, 暂无数据,8,12049,100,vr:VR房源,https://cd.lianjia.com/ershoufang/106103188930.html
106103218890,绿地清水套三，朝南可自行装修  户型方正 采光好,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室1厅 , 87平米 , 南 , 毛坯 , 低楼层(共20层) , 2016年建 , 塔楼,2,16897,147,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106103218890.html
106103240133,1楼带花园，房东自住 户型房子无浪费,1号线(科学城-韦家碾),韦家碾站,沙河北岸 ,驷马桥,3室2厅 , 114.37平米 , 北 , 简装 , 低楼层(共6层) , 2006年建 , 板楼,1,13247,151.5,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106103240133.html
106103269744,沙河凤凰城低楼层套一优质诚心出售,1号线(科学城-韦家碾),韦家碾站,沙河凤凰城 ,驷马桥,1室1厅 , 42.44平米 , 东 , 简装 , 低楼层(共7层)  ,, 暂无数据,1,11311,48,vr:VR房源,https://cd.lianjia.com/ershoufang/106103269744.html
106103415367,此房套三精装修的，房东诚心卖户型好采光离地铁更近,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 91.17平米 , 西南 , 精装 , 高楼层(共24层)  ,, 塔楼,8,19744,180,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106103415367.html
106103550771,绿地品质三居 超强视野 朝南 对中庭 对游泳池,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室1厅 , 86.52平米 , 南 , 精装 , 高楼层(共20层) , 2016年建 , 塔楼,1,17684,153,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106103550771.html
106103562519,2.5环地铁口标准套一，目前出租,1号线(科学城-韦家碾),韦家碾站,双水康城D区 ,驷马桥,1室1厅 , 47.26平米 , 南 , 毛坯 , 中楼层(共6层) , 2004年建 , 板楼,4,9734,46,vr:VR房源,https://cd.lianjia.com/ershoufang/106103562519.html
106103636096,2.5环标准套一，交通设施齐全,1号线(科学城-韦家碾),韦家碾站,双水康城D区 ,驷马桥,1室1厅 , 44.27平米 , 北 , 毛坯 , 低楼层(共7层) , 1999年建 , 板楼,1,10617,47,vr:VR房源,https://cd.lianjia.com/ershoufang/106103636096.html
106103688982,双水康城标准套一户型方正采光好,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,1室1厅 , 44.58平米 , 南 , 毛坯 , 高楼层(共6层)  ,, 板楼,1,10768,48,vr:VR房源,https://cd.lianjia.com/ershoufang/106103688982.html
106103698970,精装套四，采光通风好，视野开阔。,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,4室2厅 , 119.8平米 , 南 北 , 精装 , 高楼层(共20层) , 2016年建 , 塔楼,2,18364,220,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106103698970.html
106103712069,绿地世纪城精装套四，中庭位置，安静不吵,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,4室1厅 , 120.38平米 , 北 , 精装 , 高楼层(共20层) , 2016年建 , 塔楼,8,19937,240,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106103712069.html
106103721120,绿地世纪城，精装修套一，可以拎包入住,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,1室1厅 , 50.57平米 , 北 , 精装 , 低楼层(共18层) , 2016年建 , 塔楼,3,17007,86,vr:VR房源,https://cd.lianjia.com/ershoufang/106103721120.html
106103738170,沙河凤凰城小套二户型纯清水方便装修,1号线(科学城-韦家碾),韦家碾站,沙河凤凰城 ,驷马桥,2室2厅 , 62平米 , 东 , 毛坯 , 中楼层(共7层)  ,, 平房,1,11017,68.3,vr:VR房源,https://cd.lianjia.com/ershoufang/106103738170.html
106103766691,客厅带飘窗  视野开阔   居家,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,1室1厅 , 49.88平米 , 北 , 简装 , 高楼层(共18层) , 2016年建 , 塔楼,0,17041,85,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106103766691.html
106103775867,地铁一号线，品质小区，拎包入住，户型方正,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 103.02平米 , 东 , 精装 , 中楼层(共24层) , 2016年建 , 塔楼,2,18444,190,vr:VR房源,https://cd.lianjia.com/ershoufang/106103775867.html
106103877148,此房精装修，拎包入住，对公园，视野好，人车分流,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,1室1厅 , 49.94平米 , 北 , 精装 , 中楼层(共16层) , 2016年建 , 塔楼,3,15619,78,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106103877148.html
106103945078,绿地世纪城套四双卫中间楼层，有装修可看房,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,4室2厅 , 119.71平米 , 东南 , 其他 , 中楼层(共20层) , 2016年建 , 塔楼,4,16958,203,vr:VR房源,https://cd.lianjia.com/ershoufang/106103945078.html
106103958080,绿地世纪城朝中庭，有装修套四。,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,4室1厅 , 121.39平米 , 北 , 其他 , 中楼层(共20层) , 2016年建 , 塔楼,4,16888,205,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106103958080.html
106104028512,2.5错层大套三，居家装修，户型方正全面对中庭，,1号线(科学城-韦家碾),韦家碾站,沙河北岸 ,驷马桥,3室2厅 , 122平米 , 东 , 其他 , 高楼层(共6层) , 2006年建 , 板楼,0,13000,158.6,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106104028512.html
106104093364,绿地三期，套三单卫精装修  安静不吵,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 91.15平米 , 东北 , 精装 , 高楼层(共24层)  ,, 塔楼,1,24411,222.5,vr:VR房源,https://cd.lianjia.com/ershoufang/106104093364.html
106104126219,地铁一号线，品质次新小区，环境好，人车分流,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,4室1厅 , 121.39平米 , 北 , 精装 , 低楼层(共20层) , 2016年建 , 塔楼,0,20266,246,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106104126219.html
106104134133,此房装修可以直接入住，视野无遮挡，安静，,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 91.15平米 , 北 , 简装 , 低楼层(共24层) , 2016年建 , 塔楼,0,20406,186,vr:VR房源,https://cd.lianjia.com/ershoufang/106104134133.html
106101677006,荆竹小区套二，户型方正，不临街，可随时看房,1号线(科学城-韦家碾),韦家碾站,荆竹小区5号院 ,驷马桥,2室2厅 , 75平米 , 东南 , 毛坯 , 高楼层(共6层) , 2000年建 , 板楼,4,11467,86,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106101677006.html
106102990041,绿地世纪城  大套二  精装修,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室1厅 , 82平米 , 北 , 精装 , 中楼层(共24层) , 2016年建 , 塔楼,2,16769,137.5,vr:VR房源,https://cd.lianjia.com/ershoufang/106102990041.html
106103756689,全朝南对中庭，很安静，简单装修，采光视野都很不错,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室1厅 , 73.94平米 , 东南 , 简装 , 高楼层(共21层) , 2016年建 , 塔楼,2,16203,119.8,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106103756689.html
106103828084,绿地世纪城标准套一视野开阔采光好,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,1室1厅 , 49.88平米 , 北 , 精装 , 高楼层(共18层) , 2016年建 , 塔楼,0,17643,88,subway:近地铁;vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106103828084.html
